event_id,parsed_rows,api_participants,abs_diff_rows,parser_status,table_count,page_chars,weight_displayed,used_table_class
1697,584,142,442,ok,1,16294,53.42,table table-striped past_event_rating
1698,34,0,,ok,1,1902,0.0,table table-striped past_event_rating
1699,541,120,421,ok,1,18316,12.23,table table-striped past_event_rating
17,59,0,,ok,1,2050,50.0,table table-striped past_event_rating
170,530,148,382,ok,1,14971,30.0,table table-striped past_event_rating
1702,0,43,43,empty_scoreboard,0,793,0.0,
1703,21,40,19,row_count_undercount,1,1786,23.15,table table-striped past_event_rating
1706,410,27,383,ok,1,12186,47.77,table table-striped past_event_rating
171,133,73,60,ok,1,4469,70.0,table table-striped past_event_rating
1710,0,39,39,empty_scoreboard,0,1671,0.0,
1712,457,84,373,ok,1,12384,25.0,table table-striped past_event_rating
1713,18,26,8,row_count_undercount,1,1285,0.0,table table-striped past_event_rating
1714,293,128,165,ok,1,9020,54.81,table table-striped past_event_rating
1715,735,135,600,ok,1,20517,34.0,table table-striped past_event_rating
1716,477,140,337,ok,1,12879,35.0,table table-striped past_event_rating
1717,603,187,416,ok,1,18987,100.0,table table-striped past_event_rating
1718,393,55,338,ok,1,11144,25.0,table table-striped past_event_rating
1719,413,95,318,ok,1,11477,25.0,table table-striped past_event_rating
172,3,4,1,row_count_undercount,1,864,5.0,table table-striped past_event_rating
1720,0,0,,empty_scoreboard,0,1074,0.0,
1721,0,117,117,empty_scoreboard,0,4496,0.0,
1722,308,89,219,ok,1,15125,37.0,table table-striped past_event_rating
1723,0,0,,empty_scoreboard,0,1169,0.0,
1724,222,82,140,ok,1,7253,22.7,table table-striped past_event_rating
1725,355,125,230,ok,1,9851,98.0,table table-striped past_event_rating
1726,637,104,533,ok,1,17759,17.54,table table-striped past_event_rating
1727,189,125,64,ok,1,5957,93.7,table table-striped past_event_rating
1728,191,41,150,ok,1,6200,23.96,table table-striped past_event_rating
1729,81,24,57,ok,1,4850,0.0,table table-striped past_event_rating
173,373,53,320,ok,1,10650,20.0,table table-striped past_event_rating
1730,81,84,3,ok,1,3361,24.88,table table-striped past_event_rating
1731,297,65,232,ok,1,10892,23.12,table table-striped past_event_rating
1732,979,208,771,ok,1,30475,24.93,table table-striped past_event_rating
1734,0,25,25,empty_scoreboard,0,1812,0.0,
1735,349,69,280,ok,1,10880,24.52,table table-striped past_event_rating
1736,166,15,151,ok,1,6121,0.0,table table-striped past_event_rating
1737,0,60,60,empty_scoreboard,0,976,0.0,
1738,376,46,330,ok,1,11458,24.61,table table-striped past_event_rating
1739,0,15,15,empty_scoreboard,0,865,0.0,
174,56,27,29,ok,1,2114,30.0,table table-striped past_event_rating
1740,688,131,557,ok,1,19700,24.81,table table-striped past_event_rating
1741,87,16,71,ok,1,3270,0.0,table table-striped past_event_rating
1742,386,91,295,ok,1,11007,24.9,table table-striped past_event_rating
1743,242,52,190,ok,1,7272,26.54,table table-striped past_event_rating
1745,720,86,634,ok,1,20849,23.54,table table-striped past_event_rating
1746,252,44,208,ok,1,9012,23.58,table table-striped past_event_rating
1747,153,52,101,ok,1,6436,23.58,table table-striped past_event_rating
1748,240,76,164,ok,1,8751,23.58,table table-striped past_event_rating
1749,252,51,201,ok,1,9206,23.58,table table-striped past_event_rating
175,88,54,34,ok,1,12293,42.0,table table-striped past_event_rating
1750,197,51,146,ok,1,7861,23.58,table table-striped past_event_rating
1751,146,59,87,ok,1,6763,23.58,table table-striped past_event_rating
1752,0,12,12,empty_scoreboard,0,825,25.0,
1753,378,24,354,ok,1,10576,0.0,table table-striped past_event_rating
1756,593,107,486,ok,1,16487,36.6,table table-striped past_event_rating
1757,163,92,71,ok,1,5935,34.0,table table-striped past_event_rating
1758,491,112,379,ok,1,14001,22.3,table table-striped past_event_rating
1759,113,67,46,ok,1,3814,77.68,table table-striped past_event_rating
176,43,9,34,ok,1,2055,5.0,table table-striped past_event_rating
1760,440,72,368,ok,1,13752,24.45,table table-striped past_event_rating
1761,48,1,47,ok,1,2340,25.0,table table-striped past_event_rating
1762,140,26,114,ok,1,5548,20.0,table table-striped past_event_rating
1763,150,154,4,ok,1,5099,36.94,table table-striped past_event_rating
1764,726,154,572,ok,1,20178,97.9,table table-striped past_event_rating
1765,0,21,21,empty_scoreboard,0,959,0.0,
1766,203,65,138,ok,1,6300,24.17,table table-striped past_event_rating
1768,14,33,19,row_count_undercount,1,1197,25.0,table table-striped past_event_rating
1769,174,46,128,ok,1,5647,24.29,table table-striped past_event_rating
177,37,0,,ok,1,4261,0.0,table table-striped past_event_rating
1770,600,216,384,ok,1,16338,100.0,table table-striped past_event_rating
1772,430,159,271,ok,1,12190,100.0,table table-striped past_event_rating
1773,169,109,60,ok,1,5130,19.97,table table-striped past_event_rating
1774,730,69,661,ok,1,20712,24.59,table table-striped past_event_rating
1776,365,74,291,ok,1,10628,25.0,table table-striped past_event_rating
1777,0,49,49,empty_scoreboard,0,1048,0.0,
1778,0,22,22,empty_scoreboard,0,1500,0.0,
1780,260,74,186,ok,1,9145,0.0,table table-striped past_event_rating
1782,21,18,3,ok,1,2071,22.67,table table-striped past_event_rating
1783,54,45,9,ok,1,2337,25.0,table table-striped past_event_rating
1784,144,50,94,ok,1,4826,23.92,table table-striped past_event_rating
1787,816,121,695,ok,1,22082,24.42,table table-striped past_event_rating
1788,3186,98,3088,ok,1,90746,24.9,table table-striped past_event_rating
179,190,39,151,ok,1,11248,5.0,table table-striped past_event_rating
1790,426,129,297,ok,1,12159,20.82,table table-striped past_event_rating
1791,629,61,568,ok,1,18367,23.95,table table-striped past_event_rating
1792,848,189,659,ok,1,30154,17.38,table table-striped past_event_rating
1793,154,32,122,ok,1,4607,51.0,table table-striped past_event_rating
1794,0,0,,empty_scoreboard,0,913,0.0,
1795,37,8,29,ok,1,1948,18.0,table table-striped past_event_rating
1796,91,52,39,ok,1,3220,24.7,table table-striped past_event_rating
1797,632,143,489,ok,1,17030,82.0,table table-striped past_event_rating
1798,0,3,3,empty_scoreboard,0,952,0.0,
18,8,0,,ok,1,913,70.0,table table-striped past_event_rating
180,286,99,187,ok,1,8486,70.0,table table-striped past_event_rating
1800,251,33,218,ok,1,7799,24.62,table table-striped past_event_rating
1801,0,33,33,empty_scoreboard,0,1171,0.0,
1802,0,96,96,empty_scoreboard,0,1109,0.0,
1803,293,95,198,ok,1,8915,24.32,table table-striped past_event_rating
1804,10,4,6,ok,1,1258,24.0,table table-striped past_event_rating
1805,45,0,,ok,1,3834,0.0,table table-striped past_event_rating
1806,363,42,321,ok,1,10301,88.18,table table-striped past_event_rating
1807,0,0,,empty_scoreboard,0,1051,0.0,
1808,0,2,2,empty_scoreboard,0,681,0.0,
1809,249,0,,ok,1,8026,0.0,table table-striped past_event_rating
181,3,1,2,ok,1,1486,5.0,table table-striped past_event_rating
1810,228,63,165,ok,1,7516,24.58,table table-striped past_event_rating
1811,204,21,183,ok,1,6508,21.85,table table-striped past_event_rating
1812,387,77,310,ok,1,11457,24.1,table table-striped past_event_rating
1813,0,59,59,empty_scoreboard,0,878,25.0,
1814,11,8,3,ok,1,1218,0.0,table table-striped past_event_rating
1815,297,33,264,ok,1,8696,24.71,table table-striped past_event_rating
1818,0,26,26,empty_scoreboard,0,592,0.0,
1819,23,0,,ok,1,2601,0.0,table table-striped past_event_rating
182,10,5,5,ok,1,1838,15.0,table table-striped past_event_rating
1820,0,35,35,empty_scoreboard,0,1155,0.0,
1821,0,0,,empty_scoreboard,0,871,0.0,
1822,137,77,60,ok,1,5794,20.17,table table-striped past_event_rating
1823,219,53,166,ok,1,6504,0.0,table table-striped past_event_rating
1824,0,0,,empty_scoreboard,0,1365,0.0,
1825,328,59,269,ok,1,15891,24.9,table table-striped past_event_rating
1826,3,7,4,row_count_undercount,1,2593,0.0,table table-striped past_event_rating
1827,53,0,,ok,1,2375,0.0,table table-striped past_event_rating
1828,431,89,342,ok,1,13573,24.88,table table-striped past_event_rating
1829,11,9,2,ok,1,1737,25.0,table table-striped past_event_rating
183,804,79,725,ok,1,21985,25.0,table table-striped past_event_rating
1830,475,81,394,ok,1,13697,22.07,table table-striped past_event_rating
1831,134,85,49,ok,1,5035,21.38,table table-striped past_event_rating
1832,0,0,,empty_scoreboard,0,675,0.0,
1836,0,14,14,empty_scoreboard,0,1295,0.0,
1837,379,61,318,ok,1,11247,40.0,table table-striped past_event_rating
1838,1041,265,776,ok,1,28498,36.7,table table-striped past_event_rating
1839,774,149,625,ok,1,22931,24.56,table table-striped past_event_rating
184,15,0,,ok,1,1097,30.0,table table-striped past_event_rating
1840,0,0,,empty_scoreboard,0,1086,0.0,
1841,0,0,,empty_scoreboard,0,1086,0.0,
1842,600,58,542,ok,1,17597,53.89,table table-striped past_event_rating
1843,1021,16,1005,ok,1,29041,24.61,table table-striped past_event_rating
1844,0,0,,empty_scoreboard,0,621,23.23,
1845,181,160,21,ok,1,5512,100.0,table table-striped past_event_rating
1847,140,114,26,ok,1,4851,24.33,table table-striped past_event_rating
1848,365,111,254,ok,1,11069,24.96,table table-striped past_event_rating
185,894,182,712,ok,1,23480,75.0,table table-striped past_event_rating
1850,84,50,34,ok,1,3398,23.14,table table-striped past_event_rating
1852,326,47,279,ok,1,10753,25.0,table table-striped past_event_rating
1853,147,87,60,ok,1,5913,26.82,table table-striped past_event_rating
1854,0,0,,empty_scoreboard,0,1005,0.0,
1855,76,26,50,ok,1,2835,25.0,table table-striped past_event_rating
1856,507,106,401,ok,1,14954,23.94,table table-striped past_event_rating
1857,651,205,446,ok,1,18552,59.6,table table-striped past_event_rating
1858,285,68,217,ok,1,9954,29.26,table table-striped past_event_rating
1859,1299,125,1174,ok,1,36344,86.3,table table-striped past_event_rating
186,377,41,336,ok,1,11944,10.0,table table-striped past_event_rating
1861,0,127,127,empty_scoreboard,0,1164,0.0,
1862,104,31,73,ok,1,4326,0.0,table table-striped past_event_rating
1863,12,15,3,row_count_undercount,1,1123,0.0,table table-striped past_event_rating
1864,10,4,6,ok,1,1119,25.0,table table-striped past_event_rating
1865,1047,118,929,ok,1,28753,24.76,table table-striped past_event_rating
1866,599,109,490,ok,1,17797,24.33,table table-striped past_event_rating
1868,0,0,,empty_scoreboard,0,1077,0.0,
1869,111,37,74,ok,1,4805,0.0,table table-striped past_event_rating
1870,22,14,8,ok,1,1957,0.0,table table-striped past_event_rating
1871,534,245,289,ok,1,15054,76.38,table table-striped past_event_rating
1872,449,174,275,ok,1,13463,32.76,table table-striped past_event_rating
1873,595,27,568,ok,1,17129,0.0,table table-striped past_event_rating
1874,114,113,1,ok,1,4161,65.42,table table-striped past_event_rating
1875,425,59,366,ok,1,12127,36.84,table table-striped past_event_rating
1876,306,70,236,ok,1,9298,0.0,table table-striped past_event_rating
1877,248,36,212,ok,1,7592,24.64,table table-striped past_event_rating
1878,904,168,736,ok,1,26418,24.21,table table-striped past_event_rating
1879,359,88,271,ok,1,10613,35.91,table table-striped past_event_rating
188,412,106,306,ok,1,11976,30.0,table table-striped past_event_rating
1880,522,114,408,ok,1,15955,21.55,table table-striped past_event_rating
1881,439,150,289,ok,1,12891,16.93,table table-striped past_event_rating
1883,340,55,285,ok,1,9843,24.64,table table-striped past_event_rating
1884,197,77,120,ok,1,6701,23.64,table table-striped past_event_rating
1885,418,57,361,ok,1,10877,28.0,table table-striped past_event_rating
1886,112,13,99,ok,1,4795,0.0,table table-striped past_event_rating
1887,561,75,486,ok,1,16498,23.29,table table-striped past_event_rating
1888,0,27,27,empty_scoreboard,0,854,0.0,
1889,4488,138,4350,ok,1,135300,23.21,table table-striped past_event_rating
189,18,7,11,ok,1,1236,0.0,table table-striped past_event_rating
1891,0,20,20,empty_scoreboard,0,615,0.0,
1892,500,97,403,ok,1,15010,24.8,table table-striped past_event_rating
1893,381,126,255,ok,1,11046,43.5,table table-striped past_event_rating
1894,0,25,25,empty_scoreboard,0,1398,0.0,
1895,854,181,673,ok,1,25553,15.12,table table-striped past_event_rating
1896,0,14,14,empty_scoreboard,0,746,0.0,
1898,421,143,278,ok,1,12227,53.62,table table-striped past_event_rating
1899,815,189,626,ok,1,22882,50.75,table table-striped past_event_rating
19,72,0,,ok,1,2249,40.0,table table-striped past_event_rating
190,64,18,46,ok,1,3227,5.0,table table-striped past_event_rating
1900,433,89,344,ok,1,12066,25.0,table table-striped past_event_rating
1901,127,32,95,ok,1,4668,22.91,table table-striped past_event_rating
1902,35,0,,ok,1,1925,23.34,table table-striped past_event_rating
1903,140,73,67,ok,1,5604,24.82,table table-striped past_event_rating
1905,0,0,,empty_scoreboard,0,628,0.0,
1906,29,11,18,ok,1,2066,0.0,table table-striped past_event_rating
1907,364,92,272,ok,1,11592,24.52,table table-striped past_event_rating
1908,481,68,413,ok,1,18211,25.0,table table-striped past_event_rating
191,582,124,458,ok,1,15253,40.0,table table-striped past_event_rating
1910,249,128,121,ok,1,8931,33.88,table table-striped past_event_rating
1911,244,18,226,ok,1,9163,0.0,table table-striped past_event_rating
1912,570,126,444,ok,1,16239,34.17,table table-striped past_event_rating
1913,239,46,193,ok,1,7302,0.0,table table-striped past_event_rating
1914,609,113,496,ok,1,17813,37.0,table table-striped past_event_rating
1915,0,23,23,empty_scoreboard,0,1239,0.0,
1916,0,5,5,empty_scoreboard,0,1880,0.0,
1917,16,9,7,ok,1,1215,0.0,table table-striped past_event_rating
1918,0,11,11,empty_scoreboard,0,795,0.0,
1919,336,55,281,ok,1,9796,43.54,table table-striped past_event_rating
192,228,78,150,ok,1,7451,5.0,table table-striped past_event_rating
1920,187,30,157,ok,1,5821,0.0,table table-striped past_event_rating
1921,227,126,101,ok,1,6974,94.73,table table-striped past_event_rating
1922,15,2,13,ok,1,1520,90.0,table table-striped past_event_rating
1923,981,283,698,ok,1,29135,24.86,table table-striped past_event_rating
1924,497,58,439,ok,1,14229,23.55,table table-striped past_event_rating
1925,0,9,9,empty_scoreboard,0,1915,0.0,
1926,0,0,,empty_scoreboard,0,1308,0.0,
1927,246,30,216,ok,1,7938,25.0,table table-striped past_event_rating
1928,592,148,444,ok,1,17107,36.97,table table-striped past_event_rating
1929,675,507,168,ok,1,20356,99.74,table table-striped past_event_rating
193,78,11,67,ok,1,3054,0.0,table table-striped past_event_rating
1930,314,160,154,ok,1,9331,53.0,table table-striped past_event_rating
1931,399,78,321,ok,1,11598,24.0,table table-striped past_event_rating
1932,294,47,247,ok,1,8644,35.0,table table-striped past_event_rating
1934,108,14,94,ok,1,4193,29.87,table table-striped past_event_rating
1935,542,124,418,ok,1,16006,20.91,table table-striped past_event_rating
1936,0,0,,empty_scoreboard,0,1026,0.0,
1937,0,0,,empty_scoreboard,0,1593,0.0,
1938,454,64,390,ok,1,13857,22.46,table table-striped past_event_rating
1940,156,72,84,ok,1,5342,32.0,table table-striped past_event_rating
1941,411,52,359,ok,1,11840,33.38,table table-striped past_event_rating
1942,149,89,60,ok,1,5354,24.8,table table-striped past_event_rating
1944,92,27,65,ok,1,4089,9.42,table table-striped past_event_rating
1945,12,11,1,ok,1,1907,24.5,table table-striped past_event_rating
1946,719,149,570,ok,1,20951,12.23,table table-striped past_event_rating
1947,351,60,291,ok,1,11277,25.0,table table-striped past_event_rating
1949,744,111,633,ok,1,22040,43.77,table table-striped past_event_rating
195,24,8,16,ok,1,1485,30.0,table table-striped past_event_rating
1950,96,21,75,ok,1,3485,25.0,table table-striped past_event_rating
1951,1082,122,960,ok,1,32974,34.92,table table-striped past_event_rating
1952,643,220,423,ok,1,17397,89.8,table table-striped past_event_rating
1953,267,170,97,ok,1,7700,83.0,table table-striped past_event_rating
1954,1423,299,1124,ok,1,41177,46.63,table table-striped past_event_rating
1955,751,204,547,ok,1,21526,90.9,table table-striped past_event_rating
1956,22,12,10,ok,1,1315,25.0,table table-striped past_event_rating
1957,0,21,21,empty_scoreboard,0,951,0.0,
1958,235,21,214,ok,1,7359,23.84,table table-striped past_event_rating
1959,234,21,213,ok,1,7978,23.89,table table-striped past_event_rating
196,219,68,151,ok,1,7474,40.0,table table-striped past_event_rating
1960,203,69,134,ok,1,6192,24.75,table table-striped past_event_rating
1961,25,9,16,ok,1,2086,0.0,table table-striped past_event_rating
1962,446,122,324,ok,1,13051,23.96,table table-striped past_event_rating
1963,382,56,326,ok,1,11688,25.0,table table-striped past_event_rating
1964,0,12,12,empty_scoreboard,0,6594,0.0,
1965,442,80,362,ok,1,13575,24.58,table table-striped past_event_rating
1966,52,34,18,ok,1,2758,24.0,table table-striped past_event_rating
1967,3,23,20,row_count_undercount,1,1570,0.0,table table-striped past_event_rating
1968,170,14,156,ok,1,5487,0.0,table table-striped past_event_rating
197,250,86,164,ok,1,8095,20.0,table table-striped past_event_rating
1970,0,0,,empty_scoreboard,0,546,0.0,
1971,8,4,4,ok,1,1226,24.67,table table-striped past_event_rating
1972,476,133,343,ok,1,13848,52.62,table table-striped past_event_rating
1973,724,227,497,ok,1,19917,0.0,table table-striped past_event_rating
1974,408,69,339,ok,1,11729,39.0,table table-striped past_event_rating
1975,346,71,275,ok,1,10599,22.83,table table-striped past_event_rating
1976,146,28,118,ok,1,4833,70.78,table table-striped past_event_rating
1977,0,14,14,empty_scoreboard,0,1116,0.0,
1978,75,0,,ok,1,3151,0.0,table table-striped past_event_rating
1979,377,68,309,ok,1,11406,25.0,table table-striped past_event_rating
198,654,82,572,ok,1,17457,30.0,table table-striped past_event_rating
1980,0,32,32,empty_scoreboard,0,1012,0.0,
1982,0,2,2,empty_scoreboard,0,1324,0.0,
1983,913,155,758,ok,1,26092,24.54,table table-striped past_event_rating
1984,940,42,898,ok,1,27203,41.05,table table-striped past_event_rating
1985,0,0,,empty_scoreboard,0,936,0.0,
1986,40,0,,ok,1,2092,19.0,table table-striped past_event_rating
1987,517,142,375,ok,1,14803,24.29,table table-striped past_event_rating
1988,840,47,793,ok,1,23348,24.99,table table-striped past_event_rating
1989,698,188,510,ok,1,23294,23.21,table table-striped past_event_rating
199,47,17,30,ok,1,3383,5.0,table table-striped past_event_rating
1990,0,55,55,empty_scoreboard,0,726,0.0,
1991,12,27,15,row_count_undercount,1,960,0.0,table table-striped past_event_rating
1992,830,236,594,ok,1,26324,24.32,table table-striped past_event_rating
1993,0,7,7,empty_scoreboard,0,940,0.0,
1994,30,7,23,ok,1,1812,0.0,table table-striped past_event_rating
1995,10,15,5,row_count_undercount,1,1769,0.0,table table-striped past_event_rating
1996,0,8,8,empty_scoreboard,0,1904,0.0,
1997,240,40,200,ok,1,7681,9.0,table table-striped past_event_rating
1998,0,16,16,empty_scoreboard,0,1444,0.0,
1999,112,26,86,ok,1,3943,22.5,table table-striped past_event_rating
2,303,2,301,ok,1,12656,100.0,table table-striped past_event_rating
20,8,0,,ok,1,872,70.0,table table-striped past_event_rating
200,416,64,352,ok,1,11809,5.0,table table-striped past_event_rating
2000,660,80,580,ok,1,18731,24.44,table table-striped past_event_rating
2001,499,201,298,ok,1,15564,24.85,table table-striped past_event_rating
2002,160,12,148,ok,1,5393,22.17,table table-striped past_event_rating
2003,653,166,487,ok,1,18169,100.0,table table-striped past_event_rating
2005,275,70,205,ok,1,8123,25.0,table table-striped past_event_rating
2006,47,61,14,row_count_undercount,1,6063,25.0,table table-striped past_event_rating
2007,10,0,,ok,1,4220,0.0,table table-striped past_event_rating
2008,162,85,77,ok,1,5701,21.88,table table-striped past_event_rating
201,133,158,25,row_count_undercount,1,4839,70.0,table table-striped past_event_rating
2010,20,18,2,ok,1,1293,0.0,table table-striped past_event_rating
2011,108,103,5,ok,1,4261,97.89,table table-striped past_event_rating
2012,0,0,,empty_scoreboard,0,1119,0.0,
2013,560,107,453,ok,1,15913,25.0,table table-striped past_event_rating
2015,879,134,745,ok,1,24672,34.52,table table-striped past_event_rating
2016,30,19,11,ok,1,2496,22.67,table table-striped past_event_rating
2017,602,109,493,ok,1,17855,18.8,table table-striped past_event_rating
2019,683,203,480,ok,1,18409,99.75,table table-striped past_event_rating
2020,14,25,11,row_count_undercount,1,1734,25.0,table table-striped past_event_rating
2021,177,6,171,ok,1,5640,24.7,table table-striped past_event_rating
2022,117,45,72,ok,1,3963,0.0,table table-striped past_event_rating
2023,1682,0,,ok,1,47981,34.82,table table-striped past_event_rating
2024,361,44,317,ok,1,10310,22.45,table table-striped past_event_rating
2025,399,43,356,ok,1,12344,24.69,table table-striped past_event_rating
2027,28,0,,ok,1,1878,0.0,table table-striped past_event_rating
2028,0,5,5,empty_scoreboard,0,1170,25.0,
2029,150,77,73,ok,1,5452,24.81,table table-striped past_event_rating
203,20,27,7,row_count_undercount,1,1466,20.0,table table-striped past_event_rating
2030,985,166,819,ok,1,28266,24.52,table table-striped past_event_rating
2031,1102,171,931,ok,1,30895,33.74,table table-striped past_event_rating
2032,382,49,333,ok,1,12162,20.33,table table-striped past_event_rating
2034,963,224,739,ok,1,27869,33.71,table table-striped past_event_rating
2035,11,21,10,row_count_undercount,1,1130,25.0,table table-striped past_event_rating
2037,127,71,56,ok,1,4745,43.0,table table-striped past_event_rating
2039,8,23,15,row_count_undercount,1,960,25.0,table table-striped past_event_rating
204,70,23,47,ok,1,2453,5.0,table table-striped past_event_rating
2040,100,83,17,ok,1,3743,100.0,table table-striped past_event_rating
2041,286,82,204,ok,1,8752,24.23,table table-striped past_event_rating
2042,322,160,162,ok,1,13316,11.23,table table-striped past_event_rating
2043,0,42,42,empty_scoreboard,0,814,0.0,
2045,235,0,,ok,1,8942,24.0,table table-striped past_event_rating
2046,159,67,92,ok,1,5539,20.0,table table-striped past_event_rating
2047,446,98,348,ok,1,12440,51.0,table table-striped past_event_rating
2048,142,208,66,row_count_undercount,1,4851,25.0,table table-striped past_event_rating
2049,139,71,68,ok,1,4904,90.62,table table-striped past_event_rating
205,160,70,90,ok,1,5671,5.0,table table-striped past_event_rating
2052,641,56,585,ok,1,20313,33.53,table table-striped past_event_rating
2053,600,91,509,ok,1,17636,23.32,table table-striped past_event_rating
2054,379,76,303,ok,1,11109,23.94,table table-striped past_event_rating
2055,1183,101,1082,ok,1,34641,23.94,table table-striped past_event_rating
2056,333,128,205,ok,1,9555,79.09,table table-striped past_event_rating
2057,57,0,,ok,1,2395,25.0,table table-striped past_event_rating
2058,517,99,418,ok,1,15274,23.08,table table-striped past_event_rating
2059,129,8,121,ok,1,4909,0.0,table table-striped past_event_rating
206,11,9,2,ok,1,1239,30.0,table table-striped past_event_rating
2060,107,37,70,ok,1,3991,29.0,table table-striped past_event_rating
2061,30,37,7,row_count_undercount,1,1811,36.71,table table-striped past_event_rating
2062,706,83,623,ok,1,18142,97.33,table table-striped past_event_rating
2064,0,17,17,empty_scoreboard,0,927,0.0,
2065,394,43,351,ok,1,11484,25.0,table table-striped past_event_rating
2066,24,18,6,ok,1,3631,0.0,table table-striped past_event_rating
2067,466,51,415,ok,1,13295,24.27,table table-striped past_event_rating
2068,21,17,4,ok,1,1487,100.0,table table-striped past_event_rating
2069,213,79,134,ok,1,6587,23.96,table table-striped past_event_rating
207,325,169,156,ok,1,10080,30.0,table table-striped past_event_rating
2070,35,33,2,ok,1,2673,0.0,table table-striped past_event_rating
2071,242,0,,ok,1,6862,0.0,table table-striped past_event_rating
2072,451,61,390,ok,1,14029,24.67,table table-striped past_event_rating
2073,81,206,125,row_count_undercount,1,3159,100.0,table table-striped past_event_rating
2075,34,8,26,ok,1,3014,0.0,table table-striped past_event_rating
2076,110,12,98,ok,1,4106,24.79,table table-striped past_event_rating
2077,11,4,7,ok,1,1483,25.0,table table-striped past_event_rating
2078,12,0,,ok,1,1031,34.49,table table-striped past_event_rating
2079,819,120,699,ok,1,22610,34.09,table table-striped past_event_rating
208,449,115,334,ok,1,12985,30.0,table table-striped past_event_rating
2080,257,45,212,ok,1,8456,37.0,table table-striped past_event_rating
2081,0,23,23,empty_scoreboard,0,1758,0.0,
2082,34,14,20,ok,1,1816,24.75,table table-striped past_event_rating
2083,5,0,,ok,1,835,0.0,table table-striped past_event_rating
2084,73,33,40,ok,1,2768,25.0,table table-striped past_event_rating
2085,1207,167,1040,ok,1,34771,24.59,table table-striped past_event_rating
2086,368,86,282,ok,1,12938,23.12,table table-striped past_event_rating
2087,1096,186,910,ok,1,31063,21.8,table table-striped past_event_rating
2089,10,9,1,ok,1,1750,25.0,table table-striped past_event_rating
2090,14,6,8,ok,1,1828,37.0,table table-striped past_event_rating
2091,51,0,,ok,1,2361,0.0,table table-striped past_event_rating
2092,85,42,43,ok,1,3160,18.42,table table-striped past_event_rating
2093,0,0,,empty_scoreboard,0,1566,0.0,
2094,203,56,147,ok,1,6936,5.0,table table-striped past_event_rating
2096,123,49,74,ok,1,4107,23.92,table table-striped past_event_rating
2097,0,0,,empty_scoreboard,0,2030,0.0,
2099,158,50,108,ok,1,6203,6.67,table table-striped past_event_rating
21,41,0,,ok,1,1686,30.0,table table-striped past_event_rating
210,0,19,19,empty_scoreboard,0,1074,0.0,
2100,468,128,340,ok,1,14702,20.95,table table-striped past_event_rating
2101,0,44,44,empty_scoreboard,0,2180,0.0,
2102,1074,209,865,ok,1,33251,24.93,table table-striped past_event_rating
2103,150,47,103,ok,1,5535,24.68,table table-striped past_event_rating
2104,20,15,5,ok,1,1411,23.8,table table-striped past_event_rating
2105,0,16,16,empty_scoreboard,0,1666,0.0,
2106,306,111,195,ok,1,11661,24.83,table table-striped past_event_rating
2107,0,38,38,empty_scoreboard,0,1461,6.67,
2108,260,11,249,ok,1,8476,6.67,table table-striped past_event_rating
2109,45,23,22,ok,1,2377,25.0,table table-striped past_event_rating
211,96,25,71,ok,1,4563,5.0,table table-striped past_event_rating
2110,9,31,22,row_count_undercount,1,1190,69.82,table table-striped past_event_rating
2111,539,150,389,ok,1,15124,40.71,table table-striped past_event_rating
2112,0,58,58,empty_scoreboard,0,1998,25.0,
2113,193,0,,ok,1,7100,0.0,table table-striped past_event_rating
2114,38,17,21,ok,1,1872,0.0,table table-striped past_event_rating
2116,0,0,,empty_scoreboard,0,835,0.0,
2117,293,247,46,ok,1,9015,79.83,table table-striped past_event_rating
2118,0,3,3,empty_scoreboard,0,736,0.0,
2119,865,273,592,ok,1,23227,49.1,table table-striped past_event_rating
212,284,131,153,ok,1,8067,90.0,table table-striped past_event_rating
2120,24,81,57,row_count_undercount,1,1686,71.71,table table-striped past_event_rating
2122,311,72,239,ok,1,11642,55.0,table table-striped past_event_rating
2123,3,14,11,row_count_undercount,1,1647,0.0,table table-striped past_event_rating
2124,0,0,,empty_scoreboard,0,608,0.0,
2125,102,0,,ok,1,3212,0.0,table table-striped past_event_rating
2126,435,60,375,ok,1,13195,24.61,table table-striped past_event_rating
2127,0,10,10,empty_scoreboard,0,1245,0.0,
2128,18,4,14,ok,1,1438,25.0,table table-striped past_event_rating
2129,151,35,116,ok,1,4913,24.17,table table-striped past_event_rating
213,15,20,5,row_count_undercount,1,1896,80.0,table table-striped past_event_rating
2130,0,53,53,empty_scoreboard,0,894,0.0,
2131,10,11,1,row_count_undercount,1,1561,0.0,table table-striped past_event_rating
2132,11,7,4,ok,1,1013,25.0,table table-striped past_event_rating
2134,690,150,540,ok,1,20679,24.23,table table-striped past_event_rating
2135,0,67,67,empty_scoreboard,0,2561,0.0,
2136,249,39,210,ok,1,7976,24.21,table table-striped past_event_rating
2137,372,95,277,ok,1,11324,22.4,table table-striped past_event_rating
2138,362,108,254,ok,1,10944,40.4,table table-striped past_event_rating
2139,477,241,236,ok,1,13860,32.0,table table-striped past_event_rating
214,10,7,3,ok,1,971,60.0,table table-striped past_event_rating
2140,0,0,,empty_scoreboard,0,1282,0.0,
2141,444,75,369,ok,1,13562,22.45,table table-striped past_event_rating
2142,0,0,,empty_scoreboard,0,715,0.0,
2143,550,128,422,ok,1,15641,20.82,table table-striped past_event_rating
2145,0,34,34,empty_scoreboard,0,741,25.0,
2146,28,21,7,ok,1,1715,19.8,table table-striped past_event_rating
