event_id,parsed_rows,api_participants,abs_diff_rows,parser_status,table_count,page_chars,weight_displayed,used_table_class
1041,622,616,6,ok,1,18793,74.07,table table-striped past_event_rating
1042,1046,173,873,ok,1,29496,19.74,table table-striped past_event_rating
1043,93,48,45,ok,1,3932,24.75,table table-striped past_event_rating
1044,256,70,186,ok,1,7451,25.0,table table-striped past_event_rating
1046,23,0,,ok,1,1427,0.0,table table-striped past_event_rating
1047,403,133,270,ok,1,12850,0.0,table table-striped past_event_rating
1048,614,123,491,ok,1,18739,0.0,table table-striped past_event_rating
1049,333,128,205,ok,1,10564,24.78,table table-striped past_event_rating
105,65,40,25,ok,1,2428,50.0,table table-striped past_event_rating
1050,797,337,460,ok,1,22402,24.85,table table-striped past_event_rating
1051,1046,133,913,ok,1,31772,23.49,table table-striped past_event_rating
1052,0,0,,empty_scoreboard,0,977,0.0,
1053,55,74,19,row_count_undercount,1,2488,25.0,table table-striped past_event_rating
1054,136,45,91,ok,1,5108,24.55,table table-striped past_event_rating
1058,358,170,188,ok,1,19335,19.71,table table-striped past_event_rating
1059,314,50,264,ok,1,9479,22.88,table table-striped past_event_rating
106,0,2,2,empty_scoreboard,0,577,30.0,
1060,426,86,340,ok,1,12061,23.88,table table-striped past_event_rating
1061,0,41,41,empty_scoreboard,0,1754,0.0,
1062,806,172,634,ok,1,23484,21.85,table table-striped past_event_rating
1063,500,122,378,ok,1,16747,21.77,table table-striped past_event_rating
1064,341,137,204,ok,1,11546,23.17,table table-striped past_event_rating
1065,263,54,209,ok,1,8415,21.56,table table-striped past_event_rating
1066,360,204,156,ok,1,11543,24.42,table table-striped past_event_rating
1067,2852,205,2647,ok,1,77326,23.72,table table-striped past_event_rating
1068,50,40,10,ok,1,2839,0.0,table table-striped past_event_rating
1069,46,20,26,ok,1,2615,0.0,table table-striped past_event_rating
107,0,7,7,empty_scoreboard,0,582,0.0,
1070,121,40,81,ok,1,4322,23.62,table table-striped past_event_rating
1071,229,78,151,ok,1,7519,20.95,table table-striped past_event_rating
1072,141,90,51,ok,1,4554,24.44,table table-striped past_event_rating
1073,0,65,65,empty_scoreboard,0,17573,0.0,
1074,78,42,36,ok,1,3466,25.0,table table-striped past_event_rating
1075,387,74,313,ok,1,12008,23.76,table table-striped past_event_rating
1076,699,96,603,ok,1,20305,24.43,table table-striped past_event_rating
1077,490,116,374,ok,1,14577,24.14,table table-striped past_event_rating
1078,123,82,41,ok,1,5363,21.38,table table-striped past_event_rating
1079,1208,348,860,ok,1,34596,59.0,table table-striped past_event_rating
1081,999,104,895,ok,1,29772,23.67,table table-striped past_event_rating
1082,538,178,360,ok,1,15320,98.0,table table-striped past_event_rating
1083,148,28,120,ok,1,5977,25.0,table table-striped past_event_rating
1084,1079,193,886,ok,1,31076,24.44,table table-striped past_event_rating
1085,190,25,165,ok,1,7822,0.0,table table-striped past_event_rating
1086,648,155,493,ok,1,18058,99.64,table table-striped past_event_rating
1087,592,64,528,ok,1,17017,24.0,table table-striped past_event_rating
1088,16,76,60,row_count_undercount,1,1341,96.0,table table-striped past_event_rating
1089,515,93,422,ok,1,15579,22.99,table table-striped past_event_rating
109,0,77,77,empty_scoreboard,0,2787,0.0,
1090,160,53,107,ok,1,5180,25.0,table table-striped past_event_rating
1091,462,376,86,ok,1,15473,25.0,table table-striped past_event_rating
1092,146,90,56,ok,1,5366,0.0,table table-striped past_event_rating
1093,15,0,,ok,1,1223,100.0,table table-striped past_event_rating
1094,437,49,388,ok,1,12472,25.0,table table-striped past_event_rating
1095,0,15,15,empty_scoreboard,0,1265,1.0,
1097,268,0,,ok,1,7957,0.0,table table-striped past_event_rating
1098,94,63,31,ok,1,3807,0.0,table table-striped past_event_rating
1099,847,98,749,ok,1,22229,36.0,table table-striped past_event_rating
11,12,3,9,ok,1,2347,60.0,table table-striped past_event_rating
110,10,0,,ok,1,980,0.0,table table-striped past_event_rating
1100,193,34,159,ok,1,6223,24.64,table table-striped past_event_rating
1101,1973,138,1835,ok,1,54370,21.86,table table-striped past_event_rating
1102,94,34,60,ok,1,3951,20.0,table table-striped past_event_rating
1103,285,127,158,ok,1,8971,14.21,table table-striped past_event_rating
1104,8,0,,ok,1,1261,0.0,table table-striped past_event_rating
1105,14,65,51,row_count_undercount,1,1810,25.0,table table-striped past_event_rating
1106,994,75,919,ok,1,29920,24.09,table table-striped past_event_rating
1107,672,127,545,ok,1,18194,24.5,table table-striped past_event_rating
1108,1062,186,876,ok,1,32022,20.33,table table-striped past_event_rating
1109,0,0,,empty_scoreboard,0,1207,0.0,
111,0,0,,empty_scoreboard,0,1577,0.0,
1110,13,0,,ok,1,2287,0.0,table table-striped past_event_rating
1111,349,63,286,ok,1,17396,85.81,table table-striped past_event_rating
1112,229,116,113,ok,1,7532,25.0,table table-striped past_event_rating
1114,155,4,151,ok,1,4711,0.0,table table-striped past_event_rating
1115,518,40,478,ok,1,13917,0.0,table table-striped past_event_rating
1116,376,80,296,ok,1,14164,4.57,table table-striped past_event_rating
1117,67,68,1,ok,1,3739,22.6,table table-striped past_event_rating
1118,808,170,638,ok,1,23971,23.71,table table-striped past_event_rating
1119,579,54,525,ok,1,15437,65.77,table table-striped past_event_rating
112,123,58,65,ok,1,4305,60.0,table table-striped past_event_rating
1121,457,104,353,ok,1,12543,24.9,table table-striped past_event_rating
1122,490,75,415,ok,1,14005,25.0,table table-striped past_event_rating
1123,249,30,219,ok,1,7280,0.0,table table-striped past_event_rating
1124,471,153,318,ok,1,12780,25.0,table table-striped past_event_rating
1125,1006,55,951,ok,1,27500,24.98,table table-striped past_event_rating
1126,42,24,18,ok,1,2945,25.0,table table-striped past_event_rating
1127,148,45,103,ok,1,6050,22.08,table table-striped past_event_rating
1129,0,0,,empty_scoreboard,0,1286,0.0,
113,0,33,33,empty_scoreboard,0,811,0.0,
1130,0,31,31,empty_scoreboard,0,765,0.0,
1131,406,132,274,ok,1,14103,25.0,table table-striped past_event_rating
1132,206,44,162,ok,1,7195,22.35,table table-striped past_event_rating
1133,622,191,431,ok,1,17496,24.61,table table-striped past_event_rating
1134,532,161,371,ok,1,14929,94.0,table table-striped past_event_rating
1135,276,45,231,ok,1,8111,24.38,table table-striped past_event_rating
1136,710,154,556,ok,1,19270,98.11,table table-striped past_event_rating
1137,387,81,306,ok,1,11535,25.0,table table-striped past_event_rating
1138,88,49,39,ok,1,3264,19.58,table table-striped past_event_rating
1139,349,96,253,ok,1,10265,50.32,table table-striped past_event_rating
114,48,48,0,ok,1,1837,70.0,table table-striped past_event_rating
1140,10,16,6,row_count_undercount,1,1177,25.0,table table-striped past_event_rating
1141,277,72,205,ok,1,9074,25.0,table table-striped past_event_rating
1142,301,106,195,ok,1,9346,87.94,table table-striped past_event_rating
1145,69,42,27,ok,1,3744,25.0,table table-striped past_event_rating
1146,0,111,111,empty_scoreboard,0,1777,0.0,
1147,116,30,86,ok,1,5981,22.33,table table-striped past_event_rating
1148,1027,130,897,ok,1,28415,24.29,table table-striped past_event_rating
1149,440,94,346,ok,1,14648,21.56,table table-striped past_event_rating
115,254,10,244,ok,1,8736,5.0,table table-striped past_event_rating
1150,0,8,8,empty_scoreboard,0,1093,0.0,
1152,57,26,31,ok,1,2699,25.0,table table-striped past_event_rating
1154,0,46,46,empty_scoreboard,0,1377,0.0,
1158,130,20,110,ok,1,4891,22.95,table table-striped past_event_rating
1159,209,64,145,ok,1,6721,19.81,table table-striped past_event_rating
116,278,86,192,ok,1,8578,60.0,table table-striped past_event_rating
1161,0,72,72,empty_scoreboard,0,1232,0.0,
1163,65,20,45,ok,1,2877,0.0,table table-striped past_event_rating
1165,9,0,,ok,1,1075,0.0,table table-striped past_event_rating
1167,313,45,268,ok,1,9589,21.91,table table-striped past_event_rating
1168,0,44,44,empty_scoreboard,0,2327,0.0,
117,0,10,10,empty_scoreboard,0,731,10.0,
1170,114,30,84,ok,1,4332,25.0,table table-striped past_event_rating
1174,609,165,444,ok,1,16965,35.14,table table-striped past_event_rating
1175,0,36,36,empty_scoreboard,0,1136,0.0,
1176,87,125,38,row_count_undercount,1,4286,22.62,table table-striped past_event_rating
1177,697,130,567,ok,1,20291,34.11,table table-striped past_event_rating
1178,126,75,51,ok,1,4878,82.02,table table-striped past_event_rating
1179,0,24,24,empty_scoreboard,0,931,25.0,
118,300,105,195,ok,1,8947,80.0,table table-striped past_event_rating
1180,52,19,33,ok,1,2022,23.4,table table-striped past_event_rating
1181,10,10,0,ok,1,1846,20.0,table table-striped past_event_rating
1182,216,69,147,ok,1,8096,31.43,table table-striped past_event_rating
1183,99,41,58,ok,1,4144,25.0,table table-striped past_event_rating
1186,719,185,534,ok,1,20702,83.41,table table-striped past_event_rating
1187,21,3,18,ok,1,1714,0.0,table table-striped past_event_rating
1188,88,29,59,ok,1,3644,24.33,table table-striped past_event_rating
1189,7,0,,ok,1,2109,25.0,table table-striped past_event_rating
119,867,171,696,ok,1,23213,75.0,table table-striped past_event_rating
1190,51,0,,ok,1,2082,24.4,table table-striped past_event_rating
1191,80,17,63,ok,1,3272,0.0,table table-striped past_event_rating
1192,8,0,,ok,1,1114,0.0,table table-striped past_event_rating
1193,0,4,4,empty_scoreboard,0,848,0.0,
1198,270,158,112,ok,1,8824,37.0,table table-striped past_event_rating
1199,530,206,324,ok,1,14587,99.64,table table-striped past_event_rating
12,152,145,7,ok,1,4397,90.0,table table-striped past_event_rating
1200,413,67,346,ok,1,13508,23.94,table table-striped past_event_rating
1201,186,0,,ok,1,6502,24.33,table table-striped past_event_rating
1202,123,39,84,ok,1,4424,24.93,table table-striped past_event_rating
1203,3,0,,ok,1,1356,0.0,table table-striped past_event_rating
1204,51,0,,ok,1,2515,15.2,table table-striped past_event_rating
1205,254,38,216,ok,1,8446,0.0,table table-striped past_event_rating
1206,0,21,21,empty_scoreboard,0,1278,0.0,
1207,138,10,128,ok,1,5139,20.71,table table-striped past_event_rating
1208,244,60,184,ok,1,7461,36.4,table table-striped past_event_rating
1209,1064,134,930,ok,1,30199,0.0,table table-striped past_event_rating
121,118,72,46,ok,1,4099,70.0,table table-striped past_event_rating
1210,11,9,2,ok,1,1597,0.0,table table-striped past_event_rating
1211,191,27,164,ok,1,6353,0.0,table table-striped past_event_rating
1212,12,19,7,row_count_undercount,1,1899,45.0,table table-striped past_event_rating
1213,518,89,429,ok,1,14806,25.0,table table-striped past_event_rating
1214,0,23,23,empty_scoreboard,0,1471,0.0,
122,249,80,169,ok,1,7444,60.0,table table-striped past_event_rating
1220,169,28,141,ok,1,5418,25.0,table table-striped past_event_rating
1223,0,0,,empty_scoreboard,0,796,0.0,
1224,84,213,129,row_count_undercount,1,3060,35.17,table table-striped past_event_rating
1229,231,142,89,ok,1,7534,32.73,table table-striped past_event_rating
123,15,0,,ok,1,1211,30.0,table table-striped past_event_rating
1230,0,27,27,empty_scoreboard,0,726,24.78,
1231,574,132,442,ok,1,16044,25.0,table table-striped past_event_rating
1232,223,52,171,ok,1,8336,18.71,table table-striped past_event_rating
1234,513,164,349,ok,1,13943,24.15,table table-striped past_event_rating
1236,1059,260,799,ok,1,28863,24.82,table table-striped past_event_rating
1237,0,0,,empty_scoreboard,0,881,22.35,
1239,31,43,12,row_count_undercount,1,2009,22.25,table table-striped past_event_rating
1242,519,76,443,ok,1,14087,25.0,table table-striped past_event_rating
1245,0,103,103,empty_scoreboard,0,3846,0.0,
1246,466,124,342,ok,1,13292,24.34,table table-striped past_event_rating
1247,104,26,78,ok,1,4397,0.0,table table-striped past_event_rating
1248,371,0,,ok,1,12023,21.38,table table-striped past_event_rating
1249,286,169,117,ok,1,8897,0.0,table table-striped past_event_rating
125,19,1,18,ok,1,1090,20.0,table table-striped past_event_rating
1250,660,125,535,ok,1,19159,24.06,table table-striped past_event_rating
1251,0,84,84,empty_scoreboard,0,1427,25.0,
1252,77,63,14,ok,1,3114,24.42,table table-striped past_event_rating
1253,61,56,5,ok,1,2917,24.5,table table-striped past_event_rating
1254,433,295,138,ok,1,12910,80.92,table table-striped past_event_rating
1255,291,91,200,ok,1,9041,24.39,table table-striped past_event_rating
1256,949,202,747,ok,1,26159,24.56,table table-striped past_event_rating
1257,355,93,262,ok,1,11739,21.87,table table-striped past_event_rating
1258,439,129,310,ok,1,12858,36.0,table table-striped past_event_rating
1259,297,71,226,ok,1,9098,22.99,table table-striped past_event_rating
126,5,0,,ok,1,870,0.0,table table-striped past_event_rating
1260,0,61,61,empty_scoreboard,0,1032,36.35,
1262,0,72,72,empty_scoreboard,0,2328,0.0,
1263,50,107,57,row_count_undercount,1,5985,20.15,table table-striped past_event_rating
1264,1162,143,1019,ok,1,33421,24.5,table table-striped past_event_rating
1265,1243,230,1013,ok,1,34779,46.09,table table-striped past_event_rating
1266,1762,152,1610,ok,1,51277,22.37,table table-striped past_event_rating
