team_id,n_events,first_year,last_year,years_active,best_place,top10_count,top50_count
20897,53,2015,2020,6,21,0,2
20900,13,2016,2026,11,23,0,1
20903,5,2015,2017,3,43,0,1
20904,31,2015,2019,5,2,8,17
20906,7,2015,2024,10,129,0,0
20907,19,2015,2016,2,15,0,2
20909,1,2024,2024,1,401,0,0
20910,12,2015,2016,2,11,0,4
20915,23,2015,2021,7,3,2,6
20919,2,2015,2016,2,57,0,0
20923,29,2015,2020,6,13,0,1
20934,29,2015,2025,11,2,2,3
20946,4,2015,2026,12,188,0,0
20960,12,2015,2017,3,50,0,1
21000,9,2015,2023,9,229,0,0
21058,17,2015,2025,11,52,0,0
21122,3,2019,2026,8,106,0,0
21128,5,2016,2021,6,241,0,0
21137,123,2015,2019,5,1,22,76
21147,2,2015,2018,4,140,0,0
21165,3,2015,2017,3,109,0,0
21167,1,2016,2016,1,287,0,0
21168,9,2016,2024,9,23,0,1
21169,18,2015,2017,3,36,0,2
21170,93,2015,2025,11,31,0,5
21182,12,2016,2024,9,68,0,0
21184,29,2015,2018,4,39,0,1
21185,61,2015,2026,12,9,1,16
21188,5,2022,2025,4,28,0,1
21192,4,2015,2019,5,194,0,0
21199,1,2018,2018,1,1510,0,0
21200,11,2015,2020,6,27,0,1
21206,8,2015,2017,3,7,1,5
21212,33,2015,2022,8,7,2,8
21240,8,2015,2023,9,60,0,0
21252,44,2015,2020,6,1,11,22
21253,6,2015,2021,7,229,0,0
21255,14,2015,2018,4,33,0,2
21256,263,2015,2023,9,3,3,96
21300,42,2015,2018,4,5,2,10
21320,27,2015,2019,5,31,0,1
21439,5,2015,2025,11,36,0,1
21453,171,2015,2025,11,38,0,4
21550,17,2015,2026,12,91,0,0
21645,17,2016,2018,3,13,0,3
21648,7,2017,2026,10,10,1,3
21654,10,2016,2017,2,70,0,0
21656,40,2015,2023,9,12,0,14
21658,7,2015,2025,11,64,0,0
21662,39,2015,2018,4,4,1,5
21664,6,2016,2023,8,4,1,1
21665,12,2015,2020,6,2,1,2
21669,7,2015,2026,12,10,1,1
21671,51,2015,2025,11,7,3,11
21677,19,2015,2025,11,18,0,1
21726,16,2015,2017,3,85,0,0
21729,34,2015,2025,11,22,0,3
21761,22,2015,2019,5,5,2,13
21813,6,2016,2023,8,146,0,0
21816,10,2016,2021,6,56,0,0
21817,7,2016,2025,10,163,0,0
21819,3,2022,2025,4,90,0,0
21823,8,2016,2023,8,24,0,2
21828,1,2016,2016,1,494,0,0
21832,2,2021,2025,5,670,0,0
21845,10,2020,2026,7,130,0,0
21846,5,2016,2017,2,51,0,0
21850,19,2016,2017,2,16,0,3
21853,43,2016,2017,2,12,0,11
21854,17,2016,2025,10,21,0,3
21855,14,2016,2022,7,170,0,0
21875,18,2016,2018,3,11,0,6
21878,15,2016,2017,2,45,0,1
21893,4,2016,2016,1,95,0,0
21897,34,2016,2022,7,12,0,4
21909,4,2016,2024,9,11,0,1
21922,4,2019,2023,5,61,0,0
21924,6,2016,2016,1,89,0,0
21936,8,2016,2016,1,101,0,0
21950,3,2016,2020,5,392,0,0
21951,13,2016,2019,4,43,0,1
21952,1,2016,2016,1,167,0,0
21953,3,2019,2024,6,36,0,1
21954,35,2016,2024,9,69,0,0
21955,2,2016,2017,2,81,0,0
21958,6,2016,2023,8,13,0,1
21975,120,2016,2026,11,19,0,5
21984,34,2016,2017,2,18,0,3
22016,11,2016,2017,2,70,0,0
22020,35,2016,2025,10,66,0,0
22022,14,2016,2021,6,17,0,1
22023,5,2016,2018,3,49,0,1
22025,22,2016,2020,5,4,4,15
22034,11,2016,2025,10,68,0,0
22035,1,2016,2016,1,367,0,0
22036,5,2016,2016,1,81,0,0
22038,41,2016,2018,3,7,2,9
22039,80,2016,2025,10,2,5,23
22040,49,2016,2019,4,1,8,34
22044,111,2016,2026,11,5,1,15
22047,10,2016,2017,2,111,0,0
22049,6,2016,2016,1,21,0,3
22056,83,2016,2025,10,2,15,44
22064,46,2016,2019,4,8,1,12
22066,2,2016,2016,1,91,0,0
22069,15,2016,2018,3,57,0,0
22075,16,2016,2018,3,14,0,2
22078,32,2016,2024,9,39,0,2
22095,7,2016,2025,10,197,0,0
22109,41,2016,2025,10,73,0,0
22160,31,2016,2026,11,29,0,4
22218,35,2016,2026,11,4,1,3
22232,3,2023,2025,3,431,0,0
22243,4,2016,2016,1,328,0,0
22247,2,2016,2016,1,177,0,0
22248,1,2016,2016,1,532,0,0
22251,22,2016,2026,11,8,1,2
22256,32,2016,2026,11,40,0,1
22260,1,2016,2016,1,616,0,0
22264,1,2016,2016,1,364,0,0
22265,4,2016,2016,1,241,0,0
22272,4,2021,2023,3,238,0,0
22278,4,2018,2026,9,83,0,0
22279,1,2016,2016,1,488,0,0
22281,5,2021,2024,4,164,0,0
22282,9,2016,2020,5,9,1,1
22283,4,2017,2025,9,72,0,0
22285,4,2016,2020,5,113,0,0
22289,3,2016,2016,1,141,0,0
22297,5,2016,2017,2,45,0,1
22304,52,2016,2018,3,15,0,15
22310,485,2016,2026,11,1,34,120
22317,86,2016,2024,9,10,1,6
22331,61,2016,2024,9,3,4,12
22350,9,2016,2017,2,161,0,0
22358,54,2016,2026,11,1,13,26
22375,9,2016,2016,1,1,1,1
22378,5,2016,2020,5,362,0,0
22409,10,2016,2025,10,2,5,6
22422,8,2016,2021,6,17,0,1
22534,3,2016,2016,1,91,0,0
22540,3,2016,2016,1,30,0,1
22541,19,2016,2019,4,38,0,2
22544,29,2017,2025,9,19,0,2
22546,143,2020,2026,7,1,3,26
22548,7,2021,2025,5,212,0,0
22573,105,2016,2026,11,9,1,6
22576,3,2016,2017,2,19,0,1
22586,87,2016,2020,5,18,0,12
22604,39,2016,2024,9,17,0,3
22844,6,2016,2025,10,27,0,1
22857,23,2017,2025,9,95,0,0
22859,5,2016,2024,9,436,0,0
22863,88,2016,2021,6,9,1,12
22866,88,2016,2025,10,1,8,37
22911,9,2016,2026,11,25,0,1
23181,5,2016,2018,3,585,0,0
23183,4,2020,2023,4,182,0,0
23184,51,2016,2022,7,1,14,34
23185,3,2016,2016,1,93,0,0
23187,19,2016,2020,5,3,2,5
23188,1,2016,2016,1,510,0,0
23191,3,2018,2020,3,275,0,0
23197,1,2016,2016,1,296,0,0
23202,3,2016,2016,1,177,0,0
23205,27,2016,2024,9,40,0,1
23206,29,2016,2022,7,72,0,0
23208,5,2020,2025,6,129,0,0
23216,3,2017,2025,9,205,0,0
23217,18,2016,2017,2,19,0,2
23223,29,2016,2026,11,13,0,11
23234,36,2016,2026,11,2,11,17
23278,9,2016,2018,3,60,0,0
23279,7,2016,2017,2,2,6,7
23288,13,2016,2023,8,56,0,0
23291,17,2016,2026,11,65,0,0
23356,7,2016,2025,10,29,0,1
23357,2,2016,2017,2,315,0,0
23391,33,2016,2020,5,20,0,2
23430,9,2016,2025,10,24,0,1
23475,30,2016,2020,5,78,0,0
23479,9,2016,2021,6,89,0,0
23500,14,2015,2019,5,10,1,6
23504,14,2016,2025,10,93,0,0
23529,71,2016,2024,9,34,0,2
23533,6,2016,2025,10,112,0,0
23535,1,2016,2016,1,599,0,0
23540,3,2016,2021,6,370,0,0
23547,1,2016,2016,1,36,0,1
23595,35,2016,2022,7,27,0,1
23638,19,2016,2026,11,25,0,1
23651,18,2016,2021,6,52,0,0
23657,58,2016,2026,11,14,0,10
23697,4,2016,2023,8,110,0,0
23701,17,2016,2025,10,23,0,1
23726,11,2016,2026,11,178,0,0
23740,1,2016,2016,1,681,0,0
23869,2,2016,2017,2,647,0,0
23871,1,2016,2016,1,501,0,0
23875,2,2016,2017,2,146,0,0
23876,7,2016,2018,3,88,0,0
23881,7,2016,2026,11,80,0,0
23883,3,2016,2025,10,152,0,0
23885,1,2021,2021,1,295,0,0
23888,4,2016,2016,1,16,0,1
23889,14,2016,2026,11,52,0,0
23890,69,2016,2025,10,12,0,12
23893,10,2016,2025,10,34,0,1
23904,8,2016,2016,1,95,0,0
23905,25,2016,2017,2,9,1,6
23906,12,2016,2017,2,22,0,1
23912,8,2016,2026,11,39,0,3
23930,18,2016,2018,3,12,0,4
24000,6,2019,2024,6,70,0,0
24003,9,2016,2016,1,65,0,0
24022,100,2016,2026,11,1,2,17
24061,2,2016,2016,1,230,0,0
24062,5,2016,2019,4,191,0,0
24065,12,2016,2021,6,111,0,0
24066,16,2016,2026,11,36,0,1
24067,3,2016,2019,4,19,0,1
24109,41,2016,2025,10,5,1,8
24116,6,2016,2019,4,38,0,1
24117,16,2016,2018,3,43,0,1
24121,2,2016,2016,1,58,0,0
24129,5,2016,2023,8,79,0,0
24149,1,2016,2016,1,133,0,0
24218,11,2016,2016,1,81,0,0
24335,10,2016,2026,11,2,1,2
24354,4,2016,2016,1,81,0,0
24416,13,2016,2023,8,21,0,1
24419,44,2016,2019,4,41,0,2
24425,23,2016,2026,11,8,1,7
24473,25,2016,2019,4,19,0,2
24500,45,2016,2020,5,9,1,5
24505,21,2016,2020,5,105,0,0
24511,40,2016,2025,10,6,1,3
24514,8,2016,2023,8,26,0,2
24525,12,2016,2025,10,54,0,0
24526,48,2016,2025,10,4,2,13
24527,1,2016,2016,1,85,0,0
24528,1,2025,2025,1,808,0,0
24530,15,2016,2025,10,166,0,0
24533,15,2016,2026,11,15,0,3
24535,26,2016,2025,10,1,4,12
24536,10,2016,2020,5,25,0,2
24538,4,2016,2022,7,198,0,0
24562,4,2016,2023,8,126,0,0
24590,5,2016,2017,2,143,0,0
24676,5,2016,2022,7,102,0,0
24682,2,2016,2017,2,4,1,1
24685,15,2016,2025,10,9,1,1
24697,4,2016,2024,9,92,0,0
24699,1,2016,2016,1,202,0,0
24700,1,2016,2016,1,432,0,0
24701,39,2016,2023,8,22,0,3
24703,2,2025,2025,1,176,0,0
24704,114,2016,2026,11,1,5,17
24724,9,2016,2018,3,111,0,0
24728,2,2022,2024,3,144,0,0
24730,2,2017,2017,1,284,0,0
24731,10,2016,2016,1,46,0,1
24734,2,2017,2024,8,511,0,0
24735,11,2017,2024,8,146,0,0
24749,14,2016,2019,4,108,0,0
24751,17,2016,2018,3,92,0,0
24754,63,2016,2023,8,3,8,37
25372,3,2016,2016,1,6,1,1
25374,10,2016,2017,2,10,1,1
25389,3,2016,2016,1,45,0,1
25399,17,2016,2025,10,66,0,0
25443,1,2016,2016,1,147,0,0
25474,42,2016,2025,10,15,0,5
25481,8,2016,2017,2,204,0,0
25516,22,2016,2026,11,30,0,1
25519,32,2016,2026,11,54,0,0
25526,197,2016,2025,10,1,31,101
25663,3,2016,2024,9,248,0,0
25769,42,2017,2024,8,35,0,2
25770,1,2024,2024,1,287,0,0
25785,133,2016,2025,10,4,6,25
25806,16,2016,2023,8,52,0,0
25814,10,2016,2024,9,22,0,1
25823,34,2016,2020,5,33,0,1
25905,112,2016,2026,11,8,1,11
25908,17,2016,2017,2,23,0,2
25926,34,2013,2025,13,16,0,4
25932,106,2016,2024,9,15,0,8
25933,13,2016,2017,2,14,0,1
26008,7,2016,2026,11,18,0,1
26028,5,2016,2023,8,94,0,0
26033,3,2016,2024,9,194,0,0
26091,10,2016,2026,11,48,0,1
26108,14,2017,2020,4,107,0,0
26109,1,2016,2016,1,421,0,0
26118,10,2016,2017,2,44,0,1
26121,1,2018,2018,1,259,0,0
26239,27,2016,2023,8,41,0,1
26245,6,2021,2025,5,193,0,0
26250,1,2023,2023,1,2989,0,0
26252,5,2016,2025,10,74,0,0
26253,2,2016,2016,1,442,0,0
26254,1,2025,2025,1,507,0,0
26257,5,2020,2026,7,77,0,0
26258,14,2017,2020,4,61,0,0
26259,6,2017,2020,4,10,1,3
26270,13,2016,2018,3,24,0,2
26291,74,2016,2021,6,4,5,19
26349,19,2017,2019,3,2,2,5
26389,38,2016,2026,11,2,2,6
26403,120,2017,2026,10,20,0,9
26473,21,2016,2026,11,4,4,9
26552,2,2017,2022,6,412,0,0
26569,197,2016,2026,11,1,31,89
26574,10,2016,2024,9,100,0,0
26584,9,2018,2022,5,93,0,0
26597,3,2017,2018,2,36,0,1
26637,2,2017,2021,5,227,0,0
26641,1,2016,2016,1,375,0,0
26646,10,2016,2017,2,1,2,5
26657,154,2016,2024,9,13,0,9
26659,18,2016,2025,10,98,0,0
26660,2,2016,2016,1,183,0,0
26664,9,2016,2017,2,47,0,1
26667,54,2016,2025,10,30,0,2
26674,4,2016,2023,8,105,0,0
26678,29,2016,2026,11,7,2,11
26690,9,2016,2018,3,176,0,0
26704,49,2016,2024,9,21,0,1
26713,3,2016,2016,1,198,0,0
26821,7,2016,2018,3,147,0,0
26823,3,2018,2022,5,71,0,0
26827,1,2023,2023,1,828,0,0
26828,21,2016,2017,2,47,0,1
26839,1,2016,2016,1,319,0,0
26840,9,2017,2024,8,34,0,1
26844,1,2016,2016,1,201,0,0
26846,53,2016,2017,2,1,24,46
26849,6,2020,2024,5,29,0,1
26852,1,2016,2016,1,185,0,0
26853,7,2016,2018,3,314,0,0
26857,3,2016,2016,1,62,0,0
26858,4,2016,2018,3,55,0,0
26862,6,2016,2026,11,28,0,2
26876,3,2021,2024,4,205,0,0
26877,19,2018,2025,8,5,1,5
26882,44,2016,2021,6,2,6,19
26884,15,2022,2026,5,9,1,5
26885,10,2016,2017,2,116,0,0
26888,3,2020,2025,6,47,0,1
26891,12,2019,2021,3,57,0,0
26893,2,2016,2020,5,58,0,0
26918,7,2016,2020,5,31,0,1
26938,3,2016,2022,7,221,0,0
26998,12,2016,2017,2,44,0,1
27057,2,2016,2017,2,87,0,0
27059,5,2022,2024,3,180,0,0
27061,8,2015,2022,8,2,3,7
27067,3,2015,2018,4,13,0,3
27079,32,2015,2026,12,9,1,4
27091,5,2015,2020,6,28,0,1
27095,12,2016,2022,7,119,0,0
27097,4,2019,2024,6,93,0,0
27100,2,2016,2018,3,10,1,1
27105,12,2019,2026,8,30,0,1
27107,10,2016,2016,1,109,0,0
27112,11,2016,2025,10,41,0,1
27115,61,2016,2025,10,40,0,2
27119,5,2016,2016,1,24,0,1
27120,9,2017,2025,9,209,0,0
27124,7,2016,2021,6,57,0,0
27128,19,2016,2020,5,17,0,4
27149,38,2016,2026,11,10,1,3
27161,8,2016,2025,10,68,0,0
27212,5,2016,2021,6,18,0,1
27229,40,2016,2021,6,3,2,2
27232,137,2016,2023,8,11,0,12
27269,1,2016,2016,1,137,0,0
27276,11,2016,2018,3,109,0,0
27279,7,2022,2025,4,117,0,0
27282,1,2016,2016,1,323,0,0
27365,2,2018,2020,3,171,0,0
27368,3,2018,2021,4,320,0,0
27369,7,2016,2024,9,193,0,0
27384,14,2017,2020,4,60,0,0
27388,19,2019,2026,8,57,0,0
27391,5,2016,2023,8,32,0,1
27402,2,2016,2021,6,23,0,1
27405,7,2016,2018,3,35,0,1
27420,16,2016,2017,2,11,0,4
27422,41,2016,2024,9,42,0,3
27429,17,2016,2018,3,7,1,2
27430,8,2016,2025,10,52,0,0
27433,3,2016,2021,6,49,0,1
27441,105,2016,2023,8,13,0,9
27443,4,2016,2025,10,225,0,0
27450,3,2020,2025,6,115,0,0
27456,2,2016,2016,1,338,0,0
27470,3,2022,2022,1,86,0,0
27472,1,2016,2016,1,1076,0,0
27476,8,2016,2026,11,63,0,0
27477,4,2016,2016,1,5,1,1
27478,4,2016,2019,4,429,0,0
27479,1,2016,2016,1,199,0,0
27486,61,2016,2025,10,3,7,26
27495,68,2016,2026,11,41,0,2
27504,110,2016,2023,8,5,3,28
27509,19,2016,2025,10,18,0,2
27515,27,2016,2018,3,2,1,12
27516,11,2016,2019,4,67,0,0
27562,51,2016,2021,6,4,1,2
27619,15,2016,2020,5,31,0,1
27625,10,2016,2018,3,116,0,0
27746,37,2016,2025,10,54,0,0
27750,1,2019,2019,1,123,0,0
27751,33,2016,2023,8,1,8,14
27763,116,2016,2026,11,1,30,69
27779,16,2016,2020,5,92,0,0
27790,4,2016,2025,10,58,0,0
27797,15,2016,2023,8,49,0,1
27800,30,2016,2022,7,23,0,7
27874,17,2016,2017,2,92,0,0
27882,1,2016,2016,1,1130,0,0
27885,39,2016,2026,11,69,0,0
27887,1,2016,2016,1,643,0,0
27889,8,2018,2025,8,50,0,1
27890,1,2017,2017,1,810,0,0
27895,11,2020,2026,7,25,0,4
27918,22,2016,2026,11,2,1,1
27919,16,2019,2026,8,97,0,0
27920,5,2016,2026,11,153,0,0
27923,15,2016,2025,10,129,0,0
27924,2,2016,2016,1,264,0,0
27925,5,2016,2024,9,85,0,0
27928,15,2016,2024,9,46,0,1
27929,10,2016,2025,10,23,0,2
27932,11,2016,2021,6,15,0,3
27933,20,2016,2022,7,4,1,15
27939,52,2016,2024,9,4,3,31
27953,28,2016,2023,8,22,0,6
27968,12,2016,2019,4,116,0,0
27985,13,2016,2017,2,154,0,0
28079,7,2016,2022,7,8,1,2
28120,3,2016,2019,4,128,0,0
28134,11,2016,2024,9,93,0,0
28142,5,2016,2025,10,31,0,1
28151,6,2016,2018,3,206,0,0
28180,5,2016,2022,7,32,0,1
28193,39,2016,2025,10,19,0,2
28204,22,2016,2024,9,59,0,0
28267,47,2016,2026,11,14,0,1
28271,13,2016,2020,5,7,1,1
28275,1,2016,2016,1,469,0,0
28283,3,2016,2017,2,38,0,1
28318,2,2016,2017,2,251,0,0
28320,16,2016,2023,8,28,0,5
28323,1,2016,2016,1,353,0,0
28324,119,2016,2023,8,3,9,36
28326,4,2016,2019,4,1,3,3
28332,2,2016,2016,1,78,0,0
28334,17,2016,2025,10,85,0,0
28336,9,2016,2017,2,94,0,0
28341,10,2016,2024,9,5,3,10
28355,10,2016,2018,3,16,0,5
28372,8,2016,2017,2,121,0,0
28379,15,2016,2018,3,13,0,3
28381,10,2016,2024,9,44,0,1
28382,14,2016,2021,6,49,0,1
28398,25,2016,2026,11,23,0,3
28478,6,2016,2021,6,70,0,0
28513,23,2016,2020,5,8,1,1
28686,17,2016,2019,4,6,1,3
28690,68,2016,2025,10,23,0,5
28712,2,2016,2016,1,189,0,0
29020,19,2016,2018,3,52,0,0
29222,28,2016,2025,10,15,0,7
29287,25,2016,2018,3,162,0,0
29289,6,2016,2022,7,197,0,0
29293,12,2016,2018,3,17,0,1
29297,25,2016,2026,11,8,2,2
29298,1,2019,2019,1,526,0,0
29332,5,2016,2018,3,37,0,2
29404,114,2016,2026,11,2,1,16
29421,9,2016,2018,3,137,0,0
29426,7,2016,2024,9,174,0,0
29479,3,2017,2025,9,271,0,0
29482,20,2016,2026,11,18,0,2
29487,17,2016,2022,7,27,0,1
29489,1,2016,2016,1,444,0,0
29497,26,2016,2026,11,29,0,2
29498,1,2016,2016,1,517,0,0
29502,2,2016,2018,3,442,0,0
29503,3,2016,2020,5,189,0,0
29504,8,2016,2025,10,79,0,0
29505,4,2016,2017,2,56,0,0
29508,17,2016,2025,10,55,0,0
29509,1,2016,2016,1,756,0,0
29510,25,2016,2026,11,8,1,1
29512,4,2018,2021,4,178,0,0
29517,8,2016,2018,3,3,2,5
29549,67,2016,2025,10,4,1,13
29572,7,2016,2018,3,22,0,2
29586,5,2016,2016,1,95,0,0
29641,190,2016,2026,11,1,21,91
29661,16,2016,2025,10,41,0,1
29688,172,2016,2021,6,1,23,89
29771,3,2016,2020,5,39,0,1
29791,21,2016,2025,10,39,0,1
29794,4,2016,2018,3,176,0,0
29795,3,2017,2022,6,13,0,1
29798,8,2016,2017,2,121,0,0
29802,10,2017,2023,7,147,0,0
29808,2,2020,2022,3,885,0,0
29818,1,2022,2022,1,190,0,0
29824,2,2016,2016,1,209,0,0
29825,17,2016,2017,2,4,1,5
29902,6,2016,2019,4,13,0,1
29910,1,2016,2016,1,1183,0,0
29913,13,2016,2021,6,74,0,0
29944,10,2017,2025,9,109,0,0
29953,3,2016,2018,3,13,0,1
29957,5,2016,2019,4,79,0,0
29961,5,2016,2017,2,182,0,0
29969,4,2016,2025,10,145,0,0
29972,3,2016,2017,2,200,0,0
29975,5,2016,2018,3,99,0,0
29976,91,2016,2021,6,1,38,70
29977,12,2016,2017,2,9,1,1
29982,1,2017,2017,1,373,0,0
29986,6,2016,2018,3,2,3,5
29987,5,2016,2023,8,40,0,2
29988,21,2016,2022,7,17,0,12
30003,13,2016,2021,6,2,3,8
30012,26,2016,2024,9,8,1,7
30031,76,2016,2025,10,2,3,32
30038,3,2016,2017,2,237,0,0
30042,11,2016,2020,5,133,0,0
30045,5,2016,2018,3,155,0,0
30063,2,2016,2017,2,151,0,0
30087,47,2016,2026,11,17,0,2
30092,15,2016,2025,10,78,0,0
30098,15,2016,2025,10,27,0,4
30100,44,2016,2024,9,5,4,7
30157,13,2016,2023,8,30,0,2
30218,22,2016,2018,3,8,1,3
30462,73,2016,2026,11,6,3,13
30538,4,2023,2026,4,59,0,0
30539,16,2017,2025,9,49,0,1
30543,4,2020,2025,6,58,0,0
30545,8,2021,2025,5,8,1,1
30547,7,2016,2017,2,51,0,0
30550,21,2016,2019,4,11,0,6
30556,5,2018,2025,8,106,0,0
30560,8,2017,2026,10,12,0,1
30563,65,2017,2023,7,9,1,5
30564,6,2017,2021,5,248,0,0
30565,3,2016,2019,4,81,0,0
30573,49,2016,2026,11,10,1,10
30594,14,2017,2023,7,37,0,1
30595,1,2016,2016,1,489,0,0
30597,9,2016,2025,10,80,0,0
30599,15,2016,2019,4,58,0,0
30602,13,2016,2018,3,81,0,0
30615,14,2019,2025,7,24,0,1
30616,147,2016,2022,7,13,0,7
30643,22,2016,2019,4,9,1,2
30645,21,2016,2018,3,69,0,0
30749,62,2016,2025,10,19,0,6
30760,8,2017,2018,2,29,0,1
30766,5,2016,2018,3,128,0,0
30772,7,2016,2018,3,243,0,0
30798,19,2016,2017,2,76,0,0
30815,47,2016,2019,4,51,0,0
30839,50,2017,2020,4,107,0,0
30912,1,2020,2020,1,379,0,0
30913,5,2016,2024,9,171,0,0
30920,29,2016,2018,3,42,0,2
30921,4,2017,2017,1,244,0,0
30923,8,2016,2019,4,43,0,1
30933,9,2016,2018,3,26,0,1
30961,13,2016,2019,4,113,0,0
30964,16,2016,2022,7,150,0,0
30967,1,2016,2016,1,694,0,0
30968,12,2016,2025,10,85,0,0
30974,13,2016,2022,7,18,0,3
30989,3,2016,2017,2,112,0,0
31001,4,2016,2022,7,11,0,1
31003,28,2016,2018,3,5,1,12
31022,9,2016,2021,6,82,0,0
31029,31,2016,2026,11,17,0,2
31066,21,2016,2018,3,80,0,0
31109,593,2016,2026,11,3,2,67
31114,15,2016,2025,10,120,0,0
31136,2,2016,2017,2,463,0,0
31172,6,2016,2017,2,191,0,0
31244,10,2019,2026,8,96,0,0
31248,1,2016,2016,1,872,0,0
31250,12,2016,2026,11,92,0,0
31262,1,2016,2016,1,23,0,1
31263,1,2016,2016,1,6,1,1
31264,2,2016,2017,2,9,1,1
31271,1,2025,2025,1,289,0,0
31273,1,2016,2016,1,703,0,0
31275,10,2016,2017,2,167,0,0
31276,12,2016,2017,2,16,0,3
31281,2,2018,2021,4,137,0,0
31284,4,2018,2025,8,88,0,0
31285,28,2016,2018,3,1,4,10
31291,1,2019,2019,1,260,0,0
31295,10,2016,2020,5,103,0,0
31297,4,2016,2017,2,65,0,0
31300,1,2016,2016,1,857,0,0
31301,182,2016,2026,11,9,1,5
31303,1,2016,2016,1,983,0,0
31306,1,2016,2016,1,866,0,0
31309,2,2017,2017,1,202,0,0
31310,2,2020,2025,6,373,0,0
31311,11,2016,2026,11,44,0,1
31313,17,2016,2017,2,88,0,0
31315,38,2016,2025,10,17,0,7
31318,8,2017,2022,6,1,3,4
31320,4,2016,2018,3,343,0,0
31324,7,2016,2018,3,138,0,0
31325,51,2016,2025,10,3,6,19
31329,9,2018,2020,3,62,0,0
31344,4,2016,2017,2,219,0,0
31351,9,2016,2022,7,220,0,0
31353,47,2016,2022,7,2,2,11
31356,4,2017,2025,9,186,0,0
31357,4,2016,2021,6,92,0,0
31358,16,2016,2018,3,36,0,2
31364,73,2017,2022,6,23,0,2
31365,3,2016,2016,1,150,0,0
31366,1,2016,2016,1,312,0,0
31369,1,2016,2016,1,780,0,0
31370,2,2016,2018,3,83,0,0
31371,48,2016,2018,3,1,6,21
31375,1,2016,2016,1,827,0,0
31377,14,2016,2023,8,67,0,0
31383,1,2016,2016,1,532,0,0
31388,105,2016,2020,5,1,10,36
31431,10,2016,2025,10,45,0,1
31432,7,2016,2017,2,78,0,0
31435,3,2016,2024,9,267,0,0
31494,19,2016,2025,10,14,0,1
31514,13,2016,2025,10,18,0,1
31628,16,2016,2020,5,55,0,0
31644,6,2016,2020,5,356,0,0
31653,11,2016,2024,9,1,5,5
31656,1,2016,2016,1,813,0,0
31657,1,2016,2016,1,608,0,0
31666,3,2016,2017,2,311,0,0
31668,9,2016,2018,3,165,0,0
31670,1,2018,2018,1,61,0,0
31672,1,2016,2016,1,136,0,0
31673,7,2016,2024,9,65,0,0
31680,2,2016,2016,1,85,0,0
31685,1,2016,2016,1,4,1,1
31730,11,2016,2017,2,3,2,4
31734,28,2016,2019,4,1,2,10
31742,4,2016,2023,8,23,0,2
31755,4,2016,2022,7,92,0,0
31765,36,2016,2020,5,20,0,6
31793,7,2016,2020,5,71,0,0
31798,7,2016,2023,8,21,0,1
31799,8,2016,2021,6,116,0,0
31820,16,2016,2023,8,27,0,1
31831,65,2016,2025,10,18,0,9
31840,9,2016,2020,5,128,0,0
31853,18,2016,2026,11,13,0,1
31878,13,2016,2020,5,52,0,0
31890,9,2016,2025,10,113,0,0
31932,25,2016,2026,11,10,1,9
31944,2,2016,2023,8,710,0,0
31946,25,2016,2023,8,33,0,2
31974,13,2016,2017,2,55,0,0
32007,30,2016,2022,7,8,1,4
32092,130,2016,2026,11,9,1,20
32101,3,2016,2016,1,72,0,0
32110,6,2016,2017,2,10,1,2
32112,1,2016,2016,1,162,0,0
32115,20,2018,2026,9,21,0,4
32119,93,2016,2024,9,2,8,40
32121,20,2016,2020,5,63,0,0
32124,7,2016,2023,8,11,0,6
32127,81,2016,2026,11,3,4,37
32132,44,2016,2021,6,9,1,8
32133,4,2016,2017,2,61,0,0
32139,56,2016,2024,9,2,18,35
32143,3,2016,2026,11,430,0,0
32148,77,2016,2025,10,10,1,9
32152,3,2016,2019,4,17,0,2
32155,5,2016,2017,2,49,0,1
32156,13,2016,2017,2,71,0,0
32157,7,2016,2017,2,15,0,3
32159,8,2017,2022,6,25,0,1
32160,13,2017,2025,9,16,0,1
32162,12,2016,2018,3,11,0,2
32164,7,2016,2020,5,251,0,0
32165,6,2016,2017,2,110,0,0
32166,5,2017,2019,3,73,0,0
32169,5,2016,2020,5,271,0,0
32172,34,2016,2023,8,32,0,1
32174,21,2016,2017,2,20,0,8
32176,6,2016,2024,9,168,0,0
32178,4,2020,2024,5,104,0,0
32179,1,2016,2016,1,158,0,0
32182,6,2016,2023,8,62,0,0
32187,27,2016,2017,2,11,0,4
32188,11,2016,2023,8,58,0,0
32189,8,2016,2019,4,146,0,0
32190,7,2016,2018,3,1,4,7
32191,12,2016,2019,4,5,1,5
32229,21,2016,2026,11,1,4,13
32234,5,2016,2024,9,9,1,4
32249,20,2016,2023,8,22,0,1
32250,19,2017,2017,1,70,0,0
32293,11,2016,2025,10,184,0,0
32294,9,2016,2024,9,132,0,0
32295,16,2016,2026,11,8,1,2
32298,30,2016,2020,5,4,3,6
32301,2,2016,2017,2,100,0,0
32380,1,2016,2016,1,359,0,0
32495,3,2016,2022,7,179,0,0
32509,21,2016,2024,9,6,1,4
32525,45,2016,2024,9,5,4,24
32532,6,2016,2022,7,63,0,0
32543,26,2016,2025,10,6,3,7
32579,4,2016,2018,3,24,0,1
32581,2,2016,2016,1,89,0,0
32584,7,2016,2019,4,101,0,0
32587,6,2016,2020,5,134,0,0
32588,12,2016,2018,3,78,0,0
32597,8,2016,2024,9,15,0,1
